Year,Player_ID,First_name,Last_name,Full_name,Position,Height_inches,Weight_lbs,Wingspan_inches,Standing_reach_inches,VJ inches,Running_VJ_Inches,Lane_agility,Sprint_3qtr_court,Bench_press_135,Body_fat_perc
2010,201960,DeMarre,Carroll,DeMarre Carroll,PF,78.25,207.2,82,105,NA,NA,NA,NA,NA,6.3
2010,201956,Omri,Casspi,Omri Casspi,SF,79.75,211.2,81.25,106.5,25.5,32.5,11.15,3.28,2,8.6
2010,12275,Dionte,Christmas,Dionte Christmas,SG,76.25,210.8,81,102.5,27,33.5,10.83,3.21,3,7.1
2010,201947,Earl,Clark,Earl Clark,SF,80.5,228.4,86.5,109.5,28.5,33,11.17,3.35,5,5.2
2010,201954,Darren,Collison,Darren Collison,PG,72.25,166.2,75,96.5,30.5,33.5,10.45,3.1,9,5.7
2010,201967,Dante,Cunningham,Dante Cunningham,PF,79,227.4,83,106.5,28,35,11.18,3.26,18,4.8
2010,201939,Stephen,Curry,Stephen Curry,PG,74,181,75.5,97,29.5,35.5,11.07,3.28,10,5.7
2010,201948,Austin,Daye,Austin Daye,SF,81.75,191.8,86.75,110,25,28,12.11,3.55,0,5.5
2010,201942,DeMar,DeRozan,DeMar DeRozan,SG,77.5,211.2,81,102.5,29,38.5,11.88,3.31,5,4.9
2010,201962,Toney,Douglas,Toney Douglas,PG,73,183.4,78,97.5,28,32.5,10.63,3.03,15,5.2
2010,201961,Wayne,Ellington,Wayne Ellington,SG,76.25,202.4,78.5,100,31.5,38,11.14,3.2,13,5.5
2010,201936,Tyreke,Evans,Tyreke Evans,PG,76,220.6,83.25,104,28.5,34,11.81,3.17,7,7.1
2010,201938,Jonny,Flynn,Jonny Flynn,PG,71.25,195.6,76,95.5,33,40,10.86,3.23,10,6.3
2010,201959,Taj,Gibson,Taj Gibson,PF,80.5,214.4,88,109,25.5,30,11.56,3.41,12,6.6
2010,201980,Danny,Green,Danny Green,SG,77.25,208,82,103,29,33,11.3,3.3,15,5.6
2010,201933,Blake,Griffin,Blake Griffin,PF,80.5,248.4,83.25,105,32,35.5,10.95,3.28,22,8.2
2010,201946,Tyler,Hansbrough,Tyler Hansbrough,PF,80.25,234.2,83.5,106,27.5,34,11.12,3.27,18,8.5
2010,201935,James,Harden,James Harden,SG,76,222,82.75,103.5,31.5,37,11.1,3.13,17,10.1
2010,201945,Gerald,Henderson,Gerald Henderson,SG,76,214.6,82.25,102.5,31.5,35,11.17,3.14,8,4.4
2010,12278,Josh,Heytvelt,Josh Heytvelt,PF,82,246.2,85.25,108,28.5,34,11.67,3.38,15,10.8
2010,201941,Jordan,Hill,Jordan Hill,PF,81.25,232.4,85.5,108,31,35,12.23,3.3,11,6
2010,201950,Jrue,Holiday,Jrue Holiday,PG,75.25,199,79,100.5,28.5,34,10.64,3.21,6,6.3
2010,12279,Joe,Ingles,Joe Ingles,SF,79.75,209.2,82.25,105,26,31,10.66,3.3,3,10.1
2010,201949,James,Johnson,James Johnson,SF,79,257.2,84.75,105.5,30.5,35,11.21,3.23,18,12
2010,201951,Ty,Lawson,Ty Lawson,PG,71.25,196.6,72.75,94.5,29,36.5,10.98,3.12,14,6.6
2010,201953,Eric,Maynor,Eric Maynor,PG,74.25,163.6,74.5,97,28.5,31.5,10.78,3.19,8,5.4
2010,12282,Jack,McClinton,Jack McClinton,SG,71.75,185.2,74.5,96,30,36.5,10.44,3.21,13,6.2
2010,12283,Jerel,McNeal,Jerel McNeal,SG,73.5,190.4,79.25,99.5,31.5,36.5,10.61,3.25,10,5.4
2010,201975,Jodie,Meeks,Jodie Meeks,SG,75,211.4,76.5,98,28.5,37,10.96,3.1,14,8
2010,201988,Patty,Mills,Patty Mills,PG,71.25,175.4,74,95,27.5,33,10.87,3.1,8,6.9
2010,201957,Byron,Mullens,Byron Mullens,C,83.75,258.2,85.5,111,28.5,32.5,11.1,3.45,10,8.5
2010,201985,A.J.,Price,A.J. Price,PG,72.5,192.8,75.75,97,26,31,10.99,3.22,11,12.4
2010,12284,Tyler,Smith,Tyler Smith,SF,77.25,212,81.75,104.5,29,33.5,10.69,3.24,10,7
2010,201969,DaJuan,Summers,DaJuan Summers,SF,79.25,243,84.75,106.5,29.5,34.5,10.94,3.17,15,6.6
2010,201966,Jermaine,Taylor,Jermaine Taylor,SG,75.5,207.4,80.75,101,34,37.5,11.54,3.32,16,5.8
2010,201952,Jeff,Teague,Jeff Teague,PG,72.25,175.2,79.5,98.5,30.5,36.5,11.05,3.18,13,4.5
2010,201934,Hasheem,Thabeet,Hasheem Thabeet,C,85.25,267.2,90.25,113,NA,NA,NA,NA,NA,6.7
2010,201977,Marcus,Thornton,Marcus Thornton,SG,74.75,194.4,77,99,31,33,10.73,3.28,14,4.8
2010,201944,Terrence,Williams,Terrence Williams,SG,77,213.2,81,103.5,30.5,37,11.15,3.18,9,5.1
2010,201970,Sam,Young,Sam Young,SF,77.25,222.8,82.75,105.5,27.5,33,11.47,3.45,NA,4.9
2011,202374,Solomon,Alabi,Solomon Alabi,C,83.5,237.4,89,113,22.5,26,13.2,3.68,10,5
2011,202332,Cole,Aldrich,Cole Aldrich,C,81,236,88.75,111.5,23,28,11.48,3.35,10,8.5
2011,202329,Al-Farouq,Aminu,Al-Farouq Aminu,SF,79.25,216,87.25,108.5,27,33.5,11.29,3.3,13,8.2
2011,202341,James,Anderson,James Anderson,SF,76.75,207.6,80.5,104,30,35.5,11.86,3.19,14,7.9
2011,202337,Luke,Babbitt,Luke Babbitt,SF,79.5,217.8,83.25,104.5,29.5,37.5,10.98,3.4,15,5.6
2011,202339,Eric,Bledsoe,Eric Bledsoe,PG,72.25,191.6,79.5,98,NA,NA,NA,NA,9,5.6
2011,202344,Trevor,Booker,Trevor Booker,PF,78.25,235.8,81.75,106,31,36,11.15,3.1,22,7.3
2011,202342,Craig,Brackins,Craig Brackins,PF,80.5,229,84,109,26,35,11.65,3.39,6,7.9
2011,202340,Avery,Bradley,Avery Bradley,SG,74,180.4,79.25,98.5,31.5,37.5,11.47,3.14,2,4
2011,202382,Derrick,Caracter,Derrick Caracter,PF,80.25,280,84.25,107.5,25,30.5,12.78,3.61,22,12.8
2011,202395,Sherron,Collins,Sherron Collins,PG,70.25,217.2,74.5,94,27.5,33,12.31,3.24,NA,9.2
2011,202326,DeMarcus,Cousins,DeMarcus Cousins,C,81.5,291.8,89.75,113,23.5,27.5,11.4,3.55,NA,16.4
2011,202348,Jordan,Crawford,Jordan Crawford,SG,75,198.4,79,101,31.5,34.5,11.03,3.37,7,4.9
2011,202334,Ed,Davis,Ed Davis,PF,81,226.6,84,108,31,36,11.7,3.21,NA,10
2011,202365,Devin,Ebanks,Devin Ebanks,SF,79,207.8,84.25,107.5,23.5,32,11.69,3.44,6,7.9
2011,202324,Derrick,Favors,Derrick Favors,PF,80.75,245.2,88,110,31.5,35.5,11.74,3.25,14,6.5
2011,12316,Keith,Gallon,Keith Gallon,PF,80.5,301.8,88.5,109.5,23.5,28.5,13.44,3.7,14,15.1
2011,12317,Charles,Garcia,Charles Garcia,SF,80.25,231.6,85.75,107.5,24.5,30.5,11.65,3.23,2,7
2011,202331,Paul,George,Paul George,SF,79.75,214.4,83.25,107,NA,NA,NA,NA,4,5
2011,202376,Luke,Harangody,Luke Harangody,PF,78,240.2,81.5,106,24,28.5,11.83,3.41,23,11.1
2011,202412,Manny,Harris,Manny Harris,SG,76,185.1,79.25,102,NA,NA,NA,NA,11,3.8
2011,202330,Gordon,Hayward,Gordon Hayward,SF,78.75,211,79.75,103,30.5,34.5,11.73,3.22,10,6.9
2011,202351,Lazar,Hayward,Lazar Hayward,SG,76.5,225.8,84.75,102,31,36,10.87,3.31,15,7.5
2011,202333,Xavier,Henry,Xavier Henry,SG,77.25,210.2,83.25,105,28.5,36.5,11.1,3.18,8,4.7
2011,202359,Darington,Hobson,Darington Hobson,SG,77.25,203.6,81.25,104.5,29,34,11.68,3.25,NA,6.2
2011,202345,Damion,James,Damion James,SF,78.25,226.6,84.75,107,29,33,10.89,3.2,13,9.6
2011,202356,Armon,Johnson,Armon Johnson,PG,74,195.2,80,99.5,31.5,38.5,11.25,3.19,18,5.6
2011,202325,Wesley,Johnson,Wesley Johnson,SF,78.25,206.4,85,106,32,37,11.43,3.14,16,4.6
2011,202346,Dominique,Jones,Dominique Jones,SG,75.25,216,81.25,101,26,32.5,10.88,3.31,19,5.9
2011,12329,Jerome,Jordan,Jerome Jordan,C,83.5,244.2,89.25,113,NA,NA,NA,NA,NA,6.9
2011,12330,Sylven,Landesberg,Sylven Landesberg,SG,76.75,210,81,100.5,28,32,11.59,3.36,8,11.6
2011,202371,Gani,Lawal,Gani Lawal,PF,79.5,233.4,84,107.5,27,31.5,11.61,3.24,20,6.3
2011,202328,Greg,Monroe,Greg Monroe,PF,81.75,246.6,86.25,108.5,25,29,12.1,3.35,15,11.2
2011,202350,Daniel,Orton,Daniel Orton,C,80.75,269.2,88.25,110.5,24,30.5,12.32,3.39,13,13.8
2011,12334,Artsiom,Parakhouski,Artsiom Parakhouski,C,82.25,268.2,85,109.5,25.5,26.5,12.07,3.33,16,6
2011,202335,Patrick,Patterson,Patrick Patterson,PF,80,239.6,85.25,107,28.5,33.5,11.14,3.25,17,5.3
2011,202354,Dexter,Pittman,Dexter Pittman,PF,81.5,302.6,90,111,NA,NA,NA,NA,NA,20.8
2011,202360,Andy,Rautins,Andy Rautins,SG,76.25,191.6,79,100,23.5,30.5,11.27,3.49,8,6.2
2011,12338,Ryan,Richards,Ryan Richards,PF,82.5,230.2,85.5,110,25,28.5,11.33,3.37,4,8
2011,202383,Stanley,Robinson,Stanley Robinson,SF,78.5,213.2,84,107.5,NA,37.5,11.65,3.23,6,8.3
2011,202336,Larry,Sanders,Larry Sanders,PF,81.25,222.4,89.75,112,25.5,28,12.49,3.27,7,4.6
2011,12341,Jon,Scheyer,Jon Scheyer,PG,76.75,180,75.25,99,NA,NA,NA,NA,NA,5.4
2011,202362,Lance,Stephenson,Lance Stephenson,SG,76.5,227,82.5,103,27,33,11.39,3.38,10,9.3
2011,12343,Mikhail,Torrance,Mikhail Torrance,PG,76,208.8,79.5,103,23,32,11.43,3.17,8,7
2011,202323,Evan,Turner,Evan Turner,SG,77.75,213.8,80,103.5,27.5,34.5,11.06,3.27,9,8.6
2011,202327,Ekpe,Udoh,Ekpe Udoh,PF,80.75,237.4,88.5,106.5,31,33.5,11.15,3.29,10,8
2011,12346,Jarvis,Varnado,Jarvis Varnado,PF,80.25,210.2,87.5,109.5,29.5,32.5,11.61,3.37,3,9.5
2011,202349,Greivis,Vasquez,Greivis Vasquez,PG,77,210.8,79,101,NA,NA,NA,NA,NA,8.6
2011,202322,John,Wall,John Wall,PG,74.75,195.6,81.25,101.5,30,39,10.84,3.14,NA,5.6
2011,202378,Willie,Warren,Willie Warren,SG,74.5,208.4,78,99.5,23,31.5,11.21,3.5,10,7.6
2011,202358,Terrico,White,Terrico White,SG,75.75,202.6,81,101,31,40,11.38,3.15,10,3.7
2011,202355,Hassan,Whiteside,Hassan Whiteside,C,82.5,226.6,91,113,27,31.5,11.83,3.54,12,5.5
2012,202728,Keith,Benson,Keith Benson,C,82,217,87.75,109.5,31.5,36,11.88,3.35,12,6.1
2012,202705,Marshon,Brooks,Marshon Brooks,SG,76.25,194.6,85,101,34,38.5,10.74,3.09,5,5.2
2012,202692,Alec,Burks,Alec Burks,SG,77,192.6,82,103.5,29,36,10.96,3.17,5,5.1
2012,202710,Jimmy,Butler,Jimmy Butler,SF,78,222.2,79.5,101.5,32,39,11.12,3.15,14,5.4
2012,202708,Norris,Cole,Norris Cole,PG,72.25,174.4,74.25,95.5,29.5,38.5,10.07,3.22,11,4.7
2012,202739,Jon,Diebler,Jon Diebler,SG,77.25,196.6,78,99,28,35,10.94,3.37,2,8.5
2012,12406,Michael,Dunigan,Michael Dunigan,PF,80.5,237.6,87.25,107.5,29.5,34.5,11.85,3.27,10,8
2012,12407,LaceDarius,Dunn,LaceDarius Dunn,SG,75,187.8,78.25,101,26.5,31,11.45,3.27,3,5.5
2012,202702,Kenneth,Faried,Kenneth Faried,PF,78,224.6,84,108,30.5,35,11.35,3.26,16,6.3
2012,12409,James,Fredette,James Fredette,PG,72.75,196,76.5,96.5,28,33,10.42,3.21,14,7.7
2012,202726,Andrew,Goudelock,Andrew Goudelock,PG,73.25,197.6,76.25,96.5,32.5,37,10.33,3.1,4,9.9
2012,202706,Jordan,Hamilton,Jordan Hamilton,SF,78.75,228.4,81.5,104,25,32,11.47,3.3,7,9.8
2012,202712,Justin,Harper,Justin Harper,PF,80,228,83.75,106,28.5,33,11.92,3.3,19,4
2012,202699,Tobias,Harris,Tobias Harris,SF,78.5,222.8,83,103.5,31.5,37.5,10.96,3.17,12,8.4
2012,202715,Tyler,Honeycutt,Tyler Honeycutt,SF,78.75,186.8,81,105,30,37,11.68,3.07,NA,5.3
2012,12415,Scotty,Hopson,Scotty Hopson,SG,77.75,204.6,82.5,103.5,32.5,36,10.47,3.18,10,4.8
2012,202681,Kyrie,Irving,Kyrie Irving,PG,73.75,191,76,99,NA,NA,NA,NA,NA,10.2
2012,12417,Rick,Jackson,Rick Jackson,PF,80.25,241.8,86,106.5,28.5,33,11.51,3.26,9,8.3
2012,202724,Charles,Jenkins,Charles Jenkins,PG,73.5,216.4,79.5,96.5,29.5,34,11.68,3.18,16,4.3
2012,202707,JaJuan,Johnson,JaJuan Johnson,PF,81,219.8,86,107.5,33.5,38,11.21,3.14,15,7.5
2012,202709,Cory,Joseph,Cory Joseph,PG,74,186.2,77.5,99,27.5,35,10.75,3.27,5,9.7
2012,202683,Enes,Kanter,Enes Kanter,PF,81.75,259.2,85.5,109.5,26,32.5,11.3,3.26,14,5.9
2012,202688,Brandon,Knight,Brandon Knight,PG,73.5,176.8,78.75,98.5,29,37.5,10.74,3.07,10,4.2
2012,202723,Malcolm,Lee,Malcolm Lee,SG,76,198.2,81.75,101.5,30,35.5,11.2,3.09,17,5.9
2012,202695,Kawhi,Leonard,Kawhi Leonard,SF,78,227.4,87,106,25.5,32,11.45,3.15,3,5.4
2012,202727,Travis,Leslie,Travis Leslie,SG,75,205,82.5,103,33,40.5,11,3.13,10,8.1
2012,202720,Jon,Leuer,Jon Leuer,PF,82,223.2,84,105.5,29.5,36.5,10.82,3.36,14,5.4
2012,202732,DeAndre,Liggins,DeAndre Liggins,SF,77,202.2,83,103.5,27,31,NA,3.33,6,5
2012,12428,David,Lighty,David Lighty,SG,76.75,216.2,80,101,28.5,33,10.81,3.25,15,6.5
2012,202714,Shelvin,Mack,Shelvin Mack,PG,73,209,79.5,96.5,32,39,11.23,3.18,17,7.1
2012,12430,Demetri,McCamey,Demetri McCamey,PG,73.75,204,78.25,99.5,27,33,11.55,3.19,NA,6.1
2012,202734,E'Twaun,Moore,E'Twaun Moore,SG,74.5,191.4,81.5,99.5,32,34.5,11.12,3.31,NA,7.6
2012,202693,Markieff,Morris,Markieff Morris,PF,79.75,240.8,82.75,106.5,27,31.5,NA,3.4,11,10.2
2012,202694,Marcus,Morris,Marcus Morris,PF,79,229.6,82,105.5,29,33,NA,3.15,11,8
2012,202721,Darius,Morris,Darius Morris,PG,75.25,190,79.5,102,24.5,32,11,3.2,12,5.3
2012,202718,Chandler,Parsons,Chandler Parsons,SF,80.75,221.2,81.5,104.5,25.5,31.5,11.05,3.29,4,7
2012,12436,Jereme,Richmond,Jereme Richmond,SF,78,207.2,82.25,106.5,27,33.5,11.74,3.02,0,5.5
2012,202729,Josh,Selby,Josh Selby,SG,73.75,194.6,77.25,98,29.5,42,11.13,3.2,5,7.9
2012,202697,Iman,Shumpert,Iman Shumpert,PG,76.25,221.8,81.5,99.5,36.5,42,11.1,3.18,18,6.5
2012,202713,Kyle,Singler,Kyle Singler,SF,79.5,228,82.1,106,23,30,11.22,3.21,10,10
2012,202698,Chris,Singleton,Chris Singleton,SF,79.75,230.2,85,103.5,30.5,37.5,11.33,3.09,15,7.4
2012,12441,Jamie,Skeen,Jamie Skeen,PF,78.5,241.6,85.25,106.5,26,30.5,12.43,3.46,10,9.8
2012,12442,Gregory,Smith,Gregory Smith,PF,80,252.8,86.5,106.5,29.5,36,12.43,3.36,17,7.4
2012,202701,Nolan,Smith,Nolan Smith,PG,73.5,187.6,77.5,99,28.5,34,11.05,3.17,9,5.6
2012,12445,Malcolm,Thomas,Malcolm Thomas,PF,79.5,223,84.5,107.5,32,36.5,11.31,3.29,3,5.9
2012,202738,Isaiah,Thomas,Isaiah Thomas,PG,68.75,186,73.75,91.5,31.5,40,10.49,3.14,13,6.7
2012,202717,Trey,Thompkins,Trey Thompkins,PF,80.5,239,85,107.5,27.5,30.5,11.72,3.41,15,15.5
2012,202691,Klay,Thompson,Klay Thompson,SG,77.75,205.6,81,103.5,26.5,31.5,10.99,3.24,5,8
2012,202684,Tristan,Thompson,Tristan Thompson,PF,79.5,227.4,85.25,108.5,30,35,10.92,3.26,9,6.2
2012,202719,Jeremy,Tyler,Jeremy Tyler,PF,81,262.4,89,110.5,28,33.5,11.26,3.29,10,13.4
2012,202696,Nikola,Vucevic,Nikola Vucevic,PF,82.25,259.8,88.5,112.5,23.5,25,12.02,3.27,8,6.1
2012,202689,Kemba,Walker,Kemba Walker,PG,71.5,184,75.5,91.5,32,39.5,10.87,3.16,7,5.9
2012,202682,Derrick,Williams,Derrick Williams,PF,79.25,248.4,85.5,108,29,34.5,11.03,3.23,19,10.8
2012,202716,Jordan,Williams,Jordan Williams,PF,79.75,247.2,84.25,106.5,25,30.5,12.74,3.45,10,12.1
2013,203112,Quincy,Acy,Quincy Acy,PF,78.5,223.8,86.75,106.5,32,37,10.48,3.28,13,7.1
2013,203084,Harrison,Barnes,Harrison Barnes,SF,79,227.8,83.25,101.5,38,39.5,10.93,3.16,15,9.6
2013,203115,Will,Barton,Will Barton,SG,77,174.4,81.75,102.5,30,34,12.5,3.6,0,4.1
2013,203078,Bradley,Beal,Bradley Beal,SG,75.25,201.8,80,100,33,39,10.95,3.28,8,6
2013,12458,J'Covan,Brown,J'Covan Brown,PG,73,202.4,77.25,96,26,29.5,11.68,3.47,3,12.5
2013,203733,William,Buford,William Buford,SG,76,214.6,81.5,102,27.5,32.5,11.4,3.43,8,11.3
2013,203109,Jae,Crowder,Jae Crowder,SF,76.75,241.2,81.25,99.5,31,34.5,11.45,3.37,20,9
2013,203099,Jared,Cunningham,Jared Cunningham,SG,75.5,187.6,78.5,98,NA,NA,NA,NA,4,3.6
2013,203076,Anthony,Davis,Anthony Davis,PF,81.25,221.8,89.5,108,NA,NA,NA,NA,NA,7.9
2013,203134,Marcus,Denmon,Marcus Denmon,SG,74.25,188.2,77,94.5,33.5,40,10.82,3.19,8,6.6
2013,203083,Andre,Drummond,Andre Drummond,C,81.75,278.6,90.25,109.5,31.5,33.5,10.83,3.39,10,7.5
2013,203119,Kim,English,Kim English,SG,76.5,192,78.5,98,29,36.5,10.59,3.33,NA,4.3
2013,203105,Festus,Ezeli,Festus Ezeli,C,81.75,264.2,89.75,108,34,33.5,12.35,3.29,18,5.5
2013,12467,Drew,Gordon,Drew Gordon,PF,80,239,83.5,103.5,29,34,11.35,3.49,10,9.1
2013,203254,JaMychal,Green,JaMychal Green,PF,80,217.4,86.25,106.5,29.5,32.5,10.63,3.38,19,9.8
2013,203110,Draymond,Green,Draymond Green,PF,77.75,235.6,85.25,105,28,33,11.01,3.4,9,11.3
2013,203090,Maurice,Harkless,Maurice Harkless,SF,79.25,206.6,84,102.5,32.5,37,10.87,3.25,5,5.3
2013,203089,John,Henson,John Henson,PF,81,216,89,112,25.5,30,NA,NA,5,8.6
2013,203189,Tu,Holloway,Tu Holloway,PG,70.5,186.8,77.5,94.5,28,35,11,3.42,12,8.5
2013,203133,Robbie,Hummel,Robbie Hummel,SF,79.25,218,80.5,102,27.5,30,11.56,3.41,13,9.4
2013,203108,Bernard,James,Bernard James,PF,80.75,229.8,87,108.5,30,32.5,11.84,3.4,6,5
2013,203098,John,Jenkins,John Jenkins,SG,75.25,212,80.5,98,30.5,36.5,11.36,3.37,10,7.1
2013,203111,Orlando,Johnson,Orlando Johnson,SG,75.75,223.8,83.25,99,32,39.5,10.98,3.25,13,7
2013,203130,Darius,Johnson-Odom,Darius Johnson-Odom,SG,73.5,212,79,96,33.5,41.5,10.76,3.21,17,7
2013,203093,Terrence,Jones,Terrence Jones,PF,80.25,252,86.25,107,29.5,34.5,11.57,3.4,12,7.7
2013,203103,Perry,Jones,Perry Jones,PF,82.25,233.8,85.75,107,33,38.5,11.31,3.19,11,4.6
2013,203158,Kevin,Jones,Kevin Jones,PF,78.25,251.2,85.5,105,27.5,32.5,11.94,3.6,17,11.2
2013,203126,Kris,Joseph,Kris Joseph,SG,78,215,83,104,28.5,35,NA,3.46,6,8.6
2013,203077,Michael,Kidd-Gilchrist,Michael Kidd-Gilchrist,SF,77.75,232.8,84,104.5,32,35.5,11.77,3.18,6,7
2013,203087,Jeremy,Lamb,Jeremy Lamb,SG,76,179.2,83,102,31.5,38,10.98,3.25,5,4.5
2013,203117,Doron,Lamb,Doron Lamb,SG,75.25,199.4,78.75,98.5,29,33.5,11.12,3.41,2,6.7
2013,203086,Meyers,Leonard,Meyers Leonard,C,83.75,249.8,87,108,30,32.5,11.34,3.41,19,5.7
2013,203081,Damian,Lillard,Damian Lillard,PG,73.75,188.8,79.75,95.5,34.5,39.5,11.15,3.34,13,5.9
2013,203159,Scott,Machado,Scott Machado,PG,73,205.8,76,94.5,27,32.5,11.26,3.3,17,5.8
2013,203088,Kendall,Marshall,Kendall Marshall,PG,75.25,198.4,77.5,96,31,37,12.03,3.23,NA,7.8
2013,203097,Fab,Melo,Fab Melo,C,82.75,255,86.5,110,29.5,31,12.14,3.44,9,9.2
2013,203114,Khris,Middleton,Khris Middleton,SF,78.75,216.2,82.75,103,28,31,11.45,3.47,4,7.8
2013,203121,Darius,Miller,Darius Miller,SF,78,233.4,81,101,33,37,11.34,3.31,14,7.5
2013,203113,Quincy,Miller,Quincy Miller,SF,80.75,218.7,85.25,105,30.5,36,11.05,3.48,8,7.8
2013,203183,Tony,Mitchell,Tony Mitchell,SG,77.25,216.4,82,100,31.5,40,11.72,3.47,14,5.7
2013,203102,Arnett,Moultrie,Arnett Moultrie,PF,81.5,232.8,86.25,106.5,33.5,37.5,11.32,3.22,10,7.7
2013,203122,Kevin,Murphy,Kevin Murphy,SG,77,194,78.75,99,31,36.5,10.97,3.42,11,5.8
2013,203094,Andrew,Nicholson,Andrew Nicholson,PF,80.5,234,88,107,28.5,30.5,11.89,3.67,10,7.6
2013,203124,Kyle,O'Quinn,Kyle O'Quinn,PF,80.5,240.8,88.75,106.5,31.5,31.5,11.65,3.53,NA,8
2013,203101,Miles,Plumlee,Miles Plumlee,PF,82.5,252.4,84.75,105.5,34,40.5,10.64,3.36,15,11.4
2013,203085,Austin,Rivers,Austin Rivers,SG,75.5,202.8,79.25,96.5,32.5,37.5,11.54,3.32,1,6.2
2013,203080,Thomas,Robinson,Thomas Robinson,PF,79.75,244.2,87.25,106,28.5,35.5,11.96,3.17,15,5
2013,203082,Terrence,Ross,Terrence Ross,SG,78,196.6,79.25,100.5,31,37.5,11.78,3.28,2,3.2
2013,203107,Tomas,Satoransky,Tomas Satoransky,PG,78.5,200.6,79.25,100,NA,NA,NA,NA,NA,5.2
2013,203118,Mike,Scott,Mike Scott,PF,79.25,240.8,82.75,104,27,32.5,11.59,3.44,14,10.6
2013,203156,Henry,Sims,Henry Sims,C,82,241.2,88,108,26.5,29.5,12.33,3.44,7,7.7
2013,203096,Jared,Sullinger,Jared Sullinger,PF,79.75,268.2,85.25,105.5,29.5,31,12.77,3.81,9,10.7
2013,203106,Jeff,Taylor,Jeff Taylor,SF,78,212.8,78.25,101.5,33.5,40,10.87,3.29,15,4.2
2013,203116,Tyshawn,Taylor,Tyshawn Taylor,PG,74.75,177,78.25,97.5,32,36.5,11.48,3.2,0,4.2
2013,12507,Jordan,Taylor,Jordan Taylor,PG,73,192.8,75,92.5,33,36.5,10.57,3.19,14,5.5
2013,203104,Marquis,Teague,Marquis Teague,PG,73,179.8,79.25,96.5,32.5,40.5,10.65,3.19,8,6.3
2013,203138,Hollis,Thompson,Hollis Thompson,SF,78.75,206,81.5,102.5,28.5,36.5,11.72,3.38,6,6
2013,203079,Dion,Waiters,Dion Waiters,SG,74.5,221,79.25,98,NA,NA,NA,NA,NA,8.5
2013,203091,Royce,White,Royce White,PF,79,260.6,84,104.5,NA,NA,NA,NA,NA,10.6
2013,203100,Tony,Wroten,Tony Wroten,PG,76.75,203.2,81,101,30,35.5,10.75,3.24,0,5.2
2013,203092,Tyler,Zeller,Tyler Zeller,PF,83.25,247.4,84,104.5,30,34,11.13,3.4,16,6.4
2014,203500,Steven,Adams,Steven Adams,C,82.75,254.5,88.5,109.5,28.5,33,11.85,3.4,16,6.65
2014,203505,Vander,Blue,Vander Blue,SG,75.5,197.4,78,100.5,28,37.5,10.4,3.14,4,4.6
2014,203485,Lorenzo,Brown,Lorenzo Brown,PG,76,189.2,79,100,28,34,11.78,3.4,8,3.95
2014,203493,Reggie,Bullock,Reggie Bullock,SG,77.75,199.8,80.75,102,31,36.5,11.33,3.31,11,6.95
2014,203504,Trey,Burke,Trey Burke,PG,71.75,187,77.5,97.5,29.5,36.5,11.2,3.16,3,6.9
2014,203484,Kentavious,Caldwell-Pope,Kentavious Caldwell-Pope,SG,76.5,203.6,80,100.5,29,34.5,10.6,3.12,7,6.45
2014,203477,Isaiah,Canaan,Isaiah Canaan,PG,71,188.4,76.5,94.5,33,40.5,10.98,3.22,16,5.9
2014,203478,Jackie,Carmichael,Jackie Carmichael,PF,79.5,241.2,85.5,107,30,32,11.83,3.35,13,5.8
2014,203487,Michael,Carter-Williams,Michael Carter-Williams,PG,76.75,184.4,79.25,101,31.5,41,10.68,3.22,8,4.4
2014,12524,Will,Clyburn,Will Clyburn,SF,77.75,210.4,84.25,105,28,34.5,11.68,3.38,3,6.85
2014,203496,Robert,Covington,Robert Covington,SF,78.25,208.6,85.75,106,29.5,36,11.69,3.34,9,4.7
2014,203459,Allen,Crabbe,Allen Crabbe,SG,77.25,197.4,83.25,103.5,30.5,36,10.67,3.32,10,4.65
2014,203552,Seth,Curry,Seth Curry,SG,73,179.2,76,97.5,NA,NA,NA,NA,NA,9.6
2014,203561,Brandon,Davies,Brandon Davies,PF,80.5,241.8,85.5,108.5,26,31.5,11.22,3.5,7,8.6
2014,203473,Dewayne,Dedmon,Dewayne Dedmon,C,82,238.8,88,109,28,32.5,12.75,3.4,8,8.35
2014,203476,Gorgui,Dieng,Gorgui Dieng,C,81.75,229.6,87.5,111.5,NA,NA,NA,NA,NA,5.35
2014,203516,James,Ennis,James Ennis,SF,77.75,200.8,83.5,104.5,29.5,36.5,11.55,3.4,7,4.5
2014,203467,Carrick,Felix,Carrick Felix,SF,76.75,202.6,81.25,103.5,32,38.5,11.16,3.25,15,3.3
2014,203479,Jamaal,Franklin,Jamaal Franklin,SG,76,190.8,83.25,103.5,NA,NA,NA,NA,NA,8.25
2014,203497,Rudy,Gobert,Rudy Gobert,C,84.5,237.6,92.5,115,25,29,12.85,3.57,7,4.4
2014,203462,Archie,Goodwin,Archie Goodwin,SG,75.75,189,81.5,102,30,36,10.75,3.27,1,4.55
2014,203475,Erick,Green,Erick Green,PG,73.5,178.2,77.75,98,NA,NA,NA,NA,5,4.35
2014,203501,Tim,Hardaway Jr.,Tim Hardaway Jr.,SG,76.5,199.4,79,101,31.5,37.5,10.68,3.25,16,6.05
2014,203524,Solomon,Hill,Solomon Hill,SF,77.5,226,81,103,29.5,37.5,10.77,3.19,14,7.6
